edge_kind,epsilon,amplitude_scale,decay_only_baseline_fidelity,process_fidelity,delta_from_decay_only,process_infidelity,no_jump_average_fidelity,active_population,loss_proxy,cz_phase_error_rad
smoothstep5,0.0,1.0,0.9991111983444656,0.9991111983444656,0.0,0.0008888016555343992,0.9991114715948444,0.9991125645963591,0.0008874354036408905,0.004558545574256279
smoothstep5,0.0010000000000000009,1.001,0.9991111983444656,0.9991543671048676,4.316876040200146e-05,0.0008456328951323977,0.9991549329407402,0.9991571962842303,0.0008428037157697243,0.005446444766503689
smoothstep5,0.0020000000000000018,1.002,0.9991111983444656,0.999188914067446,7.77157229804315e-05,0.0008110859325539677,0.9991901627838361,0.9991951576493967,0.0008048423506032965,0.006354610175375086
smoothstep5,0.0029999999999999957,1.003,0.9991111983444656,0.9992148340442346,0.00010363569976901132,0.0007851659557653878,0.9992171535796922,0.9992264317215225,0.0007735682784775211,0.007283046222772427
smoothstep5,0.003999999999999997,1.004,0.9991111983444656,0.9992321219196664,0.0001209235752007709,0.0007678780803336283,0.9992358978859525,0.999251001751097,0.0007489982489029545,0.008231756318949124
smoothstep5,0.0049999999999999975,1.005,0.9991111983444656,0.9992407726520258,0.0001295743075602207,0.0007592273479741785,0.999246388364619,0.9992688512149914,0.0007311487850085729,0.009200742866918077
smoothstep5,0.005999999999999998,1.006,0.9991111983444656,0.9992407812749258,0.00012958293046017033,0.0007592187250742288,0.9992486177843463,0.9992799638220277,0.0007200361779723385,0.010190007266883683
smoothstep5,0.006999999999999999,1.007,0.9991111983444656,0.99923214289881,0.00012094455434441542,0.0007678571011899837,0.9992425790227573,0.9992843235185468,0.0007156764814532091,0.011199549920708485
smoothstep5,0.008,1.008,0.9991111983444656,0.9992148527124358,0.00010365436797021843,0.0007851472875641807,0.9992282650687377,0.9992819144939453,0.0007180855060546776,0.012229370236388704
smoothstep5,0.009000000000000001,1.009,0.9991111983444656,0.9991889059843909,7.770763992531737e-05,0.0008110940156090818,0.9992056690247569,0.9992727211862205,0.0007272788137795416,0.013279466632559966
smoothstep5,0.009999999999999995,1.01,0.9991111983444656,0.9991542980646159,4.309972015026364e-05,0.0008457019353841355,0.9991747841091929,0.999256728287501,0.000743271712498994,0.01434983654301103
smoothstep5,0.010999999999999996,1.011,0.9991111983444656,0.9991110243859386,-1.7395852702772885e-07,0.0008889756140614269,0.9991356036586645,0.9992339207495678,0.0007660792504321501,0.01544047642121793
smoothstep5,0.011999999999999997,1.012,0.9991111983444656,0.9990590804656062,-5.211787885939234e-05,0.0009409195343937915,0.9990881211303556,0.9992042837893529,0.0007957162106471127,0.016551381744882576
smoothstep5,0.012999999999999998,1.013,0.9991111983444656,0.9989984619068448,-0.00011273643762077512,0.0010015380931551743,0.9990323301043634,0.9991678028944376,0.0008321971055623711,0.017682547020478445
smoothstep5,0.013999999999999999,1.014,0.9991111983444656,0.9989291644004209,-0.00018203394404470163,0.0010708355995791008,0.9989682242860433,0.9991244638285328,0.0008755361714671839,0.018833965787809603
smoothstep5,0.015,1.015,0.9991111983444656,0.9988511837262112,-0.00026001461825442274,0.001148816273788822,0.9988957975083576,0.9990742526369434,0.0009257473630566171,0.020005630624561732
smoothstep5,0.016,1.016,0.9991111983444656,0.9987645157547809,-0.00034668258968473253,0.0012354842452191317,0.998815043734227,0.999017155652012,0.00098284434798801,0.021197533150862036
smoothstep5,0.017,1.017,0.9991111983444656,0.9986691564489695,-0.0004420418954961258,0.001330843551030525,0.9987259570588854,0.9989531594985497,0.001046840501450319,0.022409664033832044
smoothstep5,0.018000000000000002,1.018,0.9991111983444656,0.9985651018654971,-0.0005460964789685274,0.0014348981345029266,0.9986285317122492,0.9988822510992575,0.0011177489007424546,0.023642012992135086
smoothstep5,0.019000000000000003,1.019,0.9991111983444656,0.9984523481565669,-0.0006588501878986852,0.0015476518434330844,0.998522762061277,0.9988044176801172,0.0011955823198828153,0.02489456880052554
smoothstep5,0.020000000000000004,1.02,0.9991111983444656,0.9983308915714713,-0.0007803067729943436,0.0016691084285287427,0.9984086426123291,0.9987196467757602,0.0012803532242398052,0.026167319294374103
smoothstep5,0.021000000000000005,1.021,0.9991111983444656,0.9982007284582259,-0.0009104698862396621,0.0017992715417740612,0.9982861680135476,0.9986279262348343,0.0013720737651656822,0.027460251374194833
smoothstep5,0.022000000000000006,1.022,0.9991111983444656,0.9980618552651904,-0.001049343079275178,0.001938144734809577,0.9981553330572179,0.9985292442253282,0.001470755774671817,0.0287733510101571
smoothstep5,0.022999999999999993,1.023,0.9991111983444656,0.9979142685427035,-0.0011969298017621144,0.0020857314572965135,0.9980161326821391,0.9984235892398811,0.0015764107601189403,0.0301066032465771
smoothstep5,0.023999999999999994,1.024,0.9991111983444656,0.9977579649447376,-0.0013532333997280377,0.002242035055262437,0.9978685619760066,0.9983109501010824,0.001689049898917605,0.03145999220639695
smoothstep5,0.024999999999999994,1.025,0.9991111983444656,0.9975929412305362,-0.0015182571139293888,0.002407058769463788,0.9977126161777733,0.9981913159667218,0.0018086840332781629,0.032833501095642426
