blockade_shift_mhz,process_fidelity,active_population,no_jump_average_fidelity,phase_corrected_alpha,phase_corrected_beta,phase_fit_success,phase_fit_nit,diagnostic_fixed_nominal_virtual_z_process_fidelity,diagnostic_fixed_nominal_virtual_z_no_jump_average_fidelity,z00_abs,z0c_abs,zcc_abs,z00_phase_rad,z0c_phase_rad,zcc_phase_rad
184.53004800967682,0.9992595103583302,0.9992780471370061,0.9992632177140652,1.496580637194711e-13,2.2808269772026524,True,58,0.9992238381278213,0.9992346799296582,1.0,0.9995200803802742,0.999515585862094,0.0,2.289429839661989,1.42005921520177
186.0631760102816,0.9992572397047758,0.9992777731075104,0.9992613463853226,1.3811174426336947e-13,2.2803744835718316,True,61,0.9992176444911266,0.9992296702144033,1.0,0.9995200803802742,0.9995150375373361,0.0,2.289429839661989,1.4191541083955448
187.5963040108864,0.9992548961272496,0.9992774925912471,0.9992594154200491,1.354472090042691e-13,2.279929535709284,True,50,0.9992112439501096,0.9992244936783372,1.0,0.9995200803802742,0.99951447623244,0.0,2.289429839661989,1.4182641145521446
189.1294320114912,0.999252485462423,0.9992772073218905,0.9992574298343164,1.461053500406706e-13,2.279491949404978,True,47,0.9992046505770076,0.9992191619259841,1.0,0.9995200803802742,0.9995139054164194,0.0,2.289429839661989,1.4173888559998749
190.662560012096,0.9992500118780785,0.9992769175828056,0.9992553930190239,1.318944953254686e-13,2.279061567739686,True,49,0.9991978763375071,0.9992136845865668,1.0,0.9995200803802742,0.9995133256562632,0.0,2.289429839661989,1.4165279664627122
192.1956880127008,0.9992474781900822,0.9992766225053313,0.999253307053132,1.3811174426336947e-13,2.2786381928587467,True,56,0.9991909314448788,0.9992080696569694,1.0,0.9995200803802742,0.9995127352137871,0.0,2.289429839661989,1.4156810931969368
193.72881601330562,0.9992448870627687,0.9992763212540037,0.9992511739010157,1.461053500406706e-13,2.2782216405526334,True,56,0.9991838255902719,0.9992023247230183,1.0,0.9995200803802742,0.9995121324172286,0.0,2.289429839661989,1.4148478975287704
195.2619440139104,0.9992422420855487,0.9992760140948224,0.9992489964874034,1.425526363618701e-13,2.27781177436985,True,53,0.99917656903576,0.9991964580475725,1.0,0.9995200803802742,0.9995115177988246,0.0,2.289429839661989,1.4140280531109217
196.7950720145152,0.9992395478772842,0.9992757024963261,0.9992467788010926,1.474376176702208e-13,2.2774084207611525,True,58,0.9991691727254666,0.9991904786796384,1.0,0.9995200803802742,0.9995108942970683,0.0,2.289429839661989,1.4132212430517186
198.32820001512,0.9992368091742306,0.9992753882137474,0.999244524982134,1.3811174426336947e-13,2.2770114266450134,True,51,0.9991616473815129,0.9991843955479599,1.0,0.9995200803802742,0.9995102654241277,0.0,2.289429839661989,1.412427157920747
199.8613280157248,0.9992340296627104,0.9992750721125951,0.9992422381526873,1.425526363618701e-13,2.2766206551435335,True,51,0.9991540023552958,0.9991782163067556,1.0,0.9995200803802742,0.9995096329118601,0.0,2.289429839661989,1.4116454958920992
201.39445601632963,0.9992312115025018,0.9992747536775063,0.9992399199375027,1.4477308241112041e-13,2.2762359403828523,True,53,0.9991462451800258,0.9991719468795219,1.0,0.9995200803802742,0.999508995729026,0.0,2.289429839661989,1.4108759645812428
202.92758401693442,0.9992283559264137,0.9992744315966617,0.9992375710604634,1.532107773982716e-13,2.2758571271419035,True,51,0.9991383822003165,0.9991655920795856,1.0,0.9995200803802742,0.9995083512506875,0.0,2.289429839661989,1.4101182828157204
204.4607120175392,0.9992254644507921,0.9992741049624707,0.9992351925531278,1.461053500406706e-13,2.275484123338412,True,54,0.9991304198018794,0.9991591568339977,1.0,0.9995200803802742,0.9995076976607552,0.0,2.289429839661989,1.4093721806672366
205.993840018144,0.9992225397605539,0.9992737741543767,0.9992327866393185,1.5765166949677223e-13,2.2751167752849675,True,58,0.9991223653007958,0.9991526470715119,1.0,0.9995200803802742,0.9995070357184725,0.0,2.289429839661989,1.4086373974638147
207.5269680187488,0.9992195856001396,0.9992734407317126,0.9992303566264542,1.567634910770721e-13,2.2747549811214114,True,51,0.9991142268308671,0.9991460696110362,1.0,0.9995200803802742,0.9995063685440285,0.0,2.289429839661989,1.4079136790829256
209.0600960193536,0.9992166057831641,0.9992731064428511,0.9992279059151015,1.5498713423767185e-13,2.274398583457553,True,57,0.9991060123547646,0.999139431172382,1.0,0.9995200803802742,0.9995056996358875,0.0,2.289429839661989,1.4072007763610535
