omega_max_mhz,edge_ns,total_time_ns,num_tslots,max_iter,fidelity,process_fidelity,active_population,leakage,cz_phase_error_rad,passed,success,num_iter,alpha,beta
5.0,20.0,120.0,100,240,0.6327863303007147,0.5438317177865984,0.98860478035718,0.011395219642819976,-2.940849165238766,False,True,160,-1.6243120386795001e-12,-1.8574564429486295
5.0,20.0,160.0,100,240,0.7113695401854143,0.6566042336546024,0.9304307663086618,0.06956923369133816,-2.2926399085118394,False,True,106,3.0862674112917835e-13,-2.1617989201351278
5.0,20.0,200.0,100,240,0.8413251745985043,0.8323508649423332,0.8772224132231891,0.12277758677681094,-0.8996746531174518,False,True,54,-3.6883852279892533e-13,-2.3891748965330537
5.0,20.0,240.0,100,240,0.9634356960735078,0.9629198745430235,0.9654989821954447,0.03450101780455528,0.20118411791815483,False,True,73,1.8400360805903823e-13,2.311266223741619
5.0,20.0,300.0,100,240,0.9999999825469217,0.999999982087873,0.9999999843831164,1.5616883564106843e-08,-0.00019143388087528024,True,True,193,-2.75029832275019e-13,1.954862274619333
5.0,20.0,380.0,100,240,0.9999999773786259,0.9999999772267275,0.9999999779862198,2.2013780243135272e-08,-0.00011014746770143802,True,True,119,-2.9855849413340966e-13,1.5038553971638042
5.0,20.0,480.0,100,240,0.9999998902310189,0.9999998780190524,0.9999999390788845,6.092111548561263e-08,-0.0007160968324262384,True,False,240,-5.17621326082319e-13,0.869040364517698
5.0,20.0,600.0,100,240,0.9999997811716776,0.9999997802455273,0.9999997848762788,2.1512372117005185e-07,0.00026907542976495336,True,False,240,2.686145999879207e-13,-1.7159625674104535
5.0,20.0,760.0,100,240,0.9999999848259158,0.9999999844211701,0.9999999864448987,1.355510126366255e-08,0.00017952334114035295,True,True,185,-1.294527699843448e-13,-0.8546685007482809
5.0,40.0,120.0,100,240,0.6096840381081334,0.5125519751590317,0.9982122899045398,0.0017877100954601932,-3.087706453424005,False,True,187,-1.8627082827585297e-12,-1.7159407536641638
5.0,40.0,160.0,100,240,0.6575939986048118,0.5786139559766117,0.9735141691176123,0.02648583088238765,-2.761833562967228,False,True,93,-1.0727465429324774e-12,-1.9661105966461503
5.0,40.0,200.0,100,240,0.7614171816744222,0.7300271730686428,0.8869772160975398,0.11302278390246023,-1.7316804696387729,False,True,61,-1.7058587064343038e-12,-2.3261777295272767
